year,game_kind,player_id,player_name,team_code,team_name,kph,kph_max,pitch_type,pitches,spin_rate,spin_rate_max,throws
2026,A,0000005572,魏碩成,ACN011,中信兄弟,129.17838531954163,135.00418276224,breakingball,37,1473.7923567567566,1677.6124,L
2026,A,0000006850,鄭副豪,ADD011,統一7-ELEVEn獅,135.41657281266168,140.16748939776,breakingball,37,2320.419975675676,2722.2031,R
2026,A,0000006910,王伯洋,AAA011,味全龍,124.83769008508544,130.81800542976,breakingball,37,2255.2878162162165,2572.9907,L
2026,A,0000006878,吳君奕,AAA011,味全龍,134.1996173269103,140.40092474496,breakingball,37,2181.9945675675676,2623.8606,R
2026,A,0000003506,謝榮豪,ACN011,中信兄弟,127.34456855648003,130.39664698368,breakingball,36,2218.8112361111107,2437.0107,R
2026,A,0000006860,劉家翔,AJL011,樂天桃猿,144.81720424330973,148.11286900608,fastball,35,2362.8473571428563,2478.0103,R
2026,A,0000006215,趙璟榮,AAA011,味全龍,134.79484343303318,140.73660171648,breakingball,35,1984.9641142857145,2659.2632,R
2026,A,0000002272,賴智垣,AKP011,台鋼雄鷹,138.54625832316339,148.993872192,breakingball,35,2013.2105685714291,2383.2593,R
2026,A,0000001412,江少慶,ADD011,統一7-ELEVEn獅,149.07813330552685,154.86030122112,fastball,35,2355.251611428571,2544.022,R
2026,A,0000006918,李欣穎,AKP011,台鋼雄鷹,142.6341844335812,148.1418854784,fastball,34,2429.8176823529407,2552.988,R
2026,A,0000006833,陳宇宏,AKP011,台鋼雄鷹,114.01839285594353,130.81621905792,breakingball,34,2094.805497058823,2376.2334,R
2026,A,0000005552,呂偉晟,AAA011,味全龍,128.87311515648003,145.99914050304,breakingball,33,2257.0194515151516,2707.2869,R
2026,A,0000005572,魏碩成,ACN011,中信兄弟,137.49790303259996,140.22618217344,fastball,32,1949.6621187500004,2070.6316,L
2026,A,0000007580,韋宏亮,AKP011,台鋼雄鷹,134.82720772884,138.30612212736,breakingball,32,2480.7321668749996,2827.259,R
2026,A,0000007047,盧冠宇,AJL011,樂天桃猿,137.051728066176,141.48850332672,breakingball,30,2204.5205333333333,2477.0117,R
2026,A,0000003608,曾仁和,AAA011,味全龍,142.559071678848,145.23904733184,fastball,30,2059.992473333333,2251.8398,R
2026,A,0000006848,林詔恩,ADD011,統一7-ELEVEn獅,142.84383290932965,144.62133282432,fastball,29,2339.4546206896543,2444.4868,L
2026,A,0000000938,張瑞麟,AEO011,富邦悍將,127.61180176682667,134.28802468224,breakingball,27,2161.4008777777776,2531.7646,L
2026,A,0000006215,趙璟榮,AAA011,味全龍,148.16976646912,151.09298785152,fastball,27,2284.092403703704,2431.0347,R
2026,A,0000003331,李振昌,ACN011,中信兄弟,129.42310008038402,132.19697183616,breakingball,25,1819.4421480000005,1949.5272,R
2026,A,0000007581,黃暐傑,AAA011,味全龍,125.2340433096192,137.1996337536,breakingball,25,2950.88238,3213.314,R
2026,A,0000006767,許育銘,AKP011,台鋼雄鷹,111.5558211677184,120.60629932032,breakingball,25,2060.9147759999996,2358.1113,L
2026,A,0000007049,林暉盛,ACN011,中信兄弟,147.89094315071998,149.69826596736,fastball,24,2466.686625,2616.1067,R
2026,A,0000007305,李致霖,AAA011,味全龍,145.6839616760765,148.06669692672,fastball,23,2113.604591304347,2222.339,R
2026,A,0000006228,王志煊,AJL011,樂天桃猿,123.23567846592,134.02356118272,breakingball,22,1934.6698318181816,2214.3342,L
