player_id,player_name,team_name,team_code,throws,pitch_type,pitches,kph_avg,kph_max,spin_rpm_avg,spin_rpm_max
0000005789,林鋅杰,味全龍,AAA011,R,breakingball,82,129.20146923217172,138.83437320192,1864.4270845121948,2729.468
0000005789,林鋅杰,味全龍,AAA011,R,fastball,77,144.9965026795886,148.76980322688,2486.0969168831166,2653.9546
0000005790,張奕,富邦悍將,AEO011,R,fastball,109,148.71671997474056,153.06161789952,2254.300282568807,2430.0793
0000005790,張奕,富邦悍將,AEO011,R,breakingball,105,137.10350273181257,146.13368166144,2061.6056990476186,2731.4712
0000006006,德保拉,中信兄弟,ACN011,L,fastball,93,143.2848364869368,147.66601855104,2066.802760215054,2205.0186
0000006006,德保拉,中信兄弟,ACN011,L,breakingball,82,126.43328627192197,136.89075235968,1968.9260060975598,2354.5132
0000006127,李其峰,統一7-ELEVEn獅,ADD011,R,fastball,55,145.26070324992003,147.90503832192,2164.286854545454,2336.311
0000006127,李其峰,統一7-ELEVEn獅,ADD011,R,breakingball,41,131.07727231825172,135.34628101632,1727.7578292682927,2063.1577
0000006159,*林逸達,味全龍二軍,AAA022,R,fastball,30,144.422533778688,149.14368602496,2369.4081333333334,2618.8982
0000006159,*林逸達,味全龍二軍,AAA022,R,breakingball,18,128.38984687232,134.45068108032,2383.552605555555,2559.6465
0000006160,李超,味全龍,AAA011,R,fastball,137,146.5222119567976,150.521541984,2536.8363124087587,2702.288
0000006160,李超,味全龍,AAA011,R,breakingball,45,127.42242727808001,134.47033117056,2424.8920977777775,3358.8606
0000006176,余謙,中信兄弟,ACN011,R,breakingball,249,141.10545088724822,150.2630813376,1952.7570847389559,2545.6123
0000006176,余謙,中信兄弟,ACN011,R,fastball,20,146.815708773888,150.03386247168,2027.88933,2276.5146
0000006210,*林原裕,統一7-ELEVEn獅二軍,ADD022,R,fastball,27,146.182124704,149.28690154752,2283.7467037037036,2396.7876
0000006210,*林原裕,統一7-ELEVEn獅二軍,ADD022,R,breakingball,8,130.67811722592,131.8311035712,2231.657125,2539.8618
0000006215,趙璟榮,味全龍,AAA011,R,breakingball,35,134.79484343303315,140.73660171648,1984.964114285714,2659.2632
0000006215,趙璟榮,味全龍,AAA011,R,fastball,27,148.16976646912002,151.09298785152,2284.0924037037034,2431.0347
0000006222,劉予承,統一7-ELEVEn獅二軍,ADD022,R,fastball,56,142.22931253343998,146.01801810816,2174.9302589285717,2308.3403
0000006222,劉予承,統一7-ELEVEn獅二軍,ADD022,R,breakingball,15,128.45828869632,134.18409324672,1895.2275,2465.027
0000006227,曾峻岳,富邦悍將,AEO011,R,fastball,118,152.37244415407724,155.15254199808,2440.699666949152,2567.4094
0000006227,曾峻岳,富邦悍將,AEO011,R,breakingball,45,136.608450891264,146.16739741824,2325.482728888889,3470.7976
0000006228,王志煊,樂天桃猿,AJL011,L,fastball,62,135.5076940663742,138.40747861248,2180.3762580645166,2363.1624
0000006228,王志煊,樂天桃猿,AJL011,L,breakingball,22,123.23567846592,134.02356118272,1934.669831818182,2214.3342
0000006236,楊鈺翔,味全龍二軍,AAA022,R,breakingball,45,122.95495628415996,140.58154142208,1964.6583066666667,2700.9316
0000006236,楊鈺翔,味全龍二軍,AAA022,R,fastball,33,140.61227745408,145.8727104384,2050.212254545455,2277.9016
0000006237,林子崴,樂天桃猿,AJL011,L,fastball,102,145.1696054004706,147.8229134976,2039.660255882353,2192.838
0000006237,林子崴,樂天桃猿,AJL011,L,breakingball,96,132.66859730388003,136.82531643264,1824.550930208334,2259.9587
0000006295,銳力獅,統一7-ELEVEn獅,ADD011,R,breakingball,126,133.48786791396577,142.25913770112,2231.798569841271,2614.1074
0000006295,銳力獅,統一7-ELEVEn獅,ADD011,R,fastball,56,146.14460422169142,149.54742215424,2396.7951285714284,2534.4324
0000006555,梅賽鍶,味全龍,AAA011,L,fastball,271,140.31897302904432,145.92057232896,2232.9170808118097,2446.9045
0000006555,梅賽鍶,味全龍,AAA011,L,breakingball,152,127.98842928070732,138.137639904,2124.974673026315,2455.1792
0000006711,李承鴻,統一7-ELEVEn獅二軍,ADD022,R,fastball,124,139.12306641364643,143.828280288,2352.240254838709,2506.7285
0000006711,李承鴻,統一7-ELEVEn獅二軍,ADD022,R,breakingball,59,127.57650702433628,133.5722528448,1677.7129762711872,2149.3843
