game_id,date,kind_code,side,team_name,pitcher_acnt,pitcher_name,role_type,inning_pitched_cnt,inning_pitched_div3_cnt,plate_appearances,hitting_cnt,home_run_cnt,strike_out_cnt,earned_run_cnt,run_cnt,era,whip,pitch_cnt,strike_cnt,balk_cnt,bases_onballs_cnt,error_cnt,game_sno,hit_bypitch_cnt,intentional_bases_onballs_cnt,is_current,is_save_fail,is_save_ok,relief_point_cnt,team_code,total_l,total_s,total_w,wild_pitch_cnt
2026-A-51,2026-04-21,A,Visiting,富邦悍將,0000003292,賴鴻誠,最後一任,1,0,5,2,1,0,1,1,9.82,1.91,17,11,0,0,0,51,0,0,False,0,0,0,AEO011,0,0,0,0
2026-A-51,2026-04-21,A,Home,樂天桃猿,0000007790,魔爾曼,先發,7,0,23,2,0,6,1,1,2.52,0.92,87,58,0,1,0,51,0,0,False,0,0,0,AJL011,2,0,2,0
2026-A-51,2026-04-21,A,Home,樂天桃猿,0000000941,陳冠宇,中繼,1,0,4,1,0,1,0,0,0,1.08,14,11,0,0,0,51,0,0,False,0,0,0,AJL011,0,0,1,0
2026-A-51,2026-04-21,A,Home,樂天桃猿,0000000128,朱承洋,最後一任,1,0,3,0,0,2,0,0,1.5,0.17,10,7,0,0,0,51,0,0,True,0,0,0,AJL011,0,2,1,0
2026-A-52,2026-04-22,A,Visiting,中信兄弟,0000005151,羅戈,先發,6,0,23,5,1,4,2,2,3.72,1.1,98,65,0,1,0,52,0,0,False,0,0,0,ACN011,3,0,1,0
2026-A-52,2026-04-22,A,Visiting,中信兄弟,0000007622,錢可倫,中繼,1,0,3,0,0,0,0,0,0,0.69,15,10,0,0,0,52,0,0,False,0,0,0,ACN011,0,0,0,0
2026-A-52,2026-04-22,A,Visiting,中信兄弟,0000000771,陳琥,中繼,1,0,4,0,0,2,0,0,4.5,1.3,20,11,0,1,0,52,0,0,False,0,0,0,ACN011,0,0,0,0
2026-A-52,2026-04-22,A,Visiting,中信兄弟,0000003506,謝榮豪,最後一任,1,0,3,0,0,1,0,0,0,0,10,6,0,0,0,52,0,0,True,0,0,0,ACN011,0,0,0,0
2026-A-52,2026-04-22,A,Home,統一7-ELEVEn獅,0000006295,銳力獅,先發,6,0,19,1,0,5,0,0,0,0.17,83,59,0,0,0,52,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-52,2026-04-22,A,Home,統一7-ELEVEn獅,0000006850,鄭副豪,中繼,0,0,3,2,0,0,3,3,4.5,1.33,12,5,0,1,0,52,0,0,False,1,0,0,ADD011,1,0,0,0
2026-A-52,2026-04-22,A,Home,統一7-ELEVEn獅,0000005482,吳承諭,中繼,1,0,6,3,1,1,3,3,9,1.33,21,14,0,0,0,52,0,0,False,1,0,0,ADD011,0,0,0,0
2026-A-52,2026-04-22,A,Home,統一7-ELEVEn獅,0000006127,李其峰,中繼,1,0,6,1,0,1,0,1,3.86,1.71,29,20,0,0,0,52,1,0,False,0,0,0,ADD011,0,0,0,0
2026-A-52,2026-04-22,A,Home,統一7-ELEVEn獅,0000000998,邱浩鈞,最後一任,1,0,5,1,0,1,0,0,3.38,2.25,22,12,0,1,0,52,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-53,2026-04-22,A,Visiting,富邦悍將,0000000368,游霆崴,先發,5,0,23,7,0,1,4,4,3.38,1.25,75,48,0,1,0,53,1,0,False,0,0,0,AEO011,2,0,0,1
2026-A-53,2026-04-22,A,Visiting,富邦悍將,0000005561,李建勳,中繼,1,0,3,0,0,3,0,0,5.87,1.57,14,9,0,0,0,53,0,0,False,0,0,0,AEO011,0,0,0,0
2026-A-53,2026-04-22,A,Visiting,富邦悍將,0000000773,李吳永勤,中繼,1,0,5,2,0,0,0,0,5.87,1.57,14,12,0,0,0,53,0,0,False,0,0,0,AEO011,1,0,0,0
2026-A-53,2026-04-22,A,Visiting,富邦悍將,0000002280,廖任磊,最後一任,1,0,4,1,0,0,0,0,0,1.5,12,9,0,0,0,53,0,0,False,0,0,0,AEO011,1,0,1,0
2026-A-53,2026-04-22,A,Home,樂天桃猿,0000006860,劉家翔,先發,5,0,18,3,0,2,0,1,0,0.6,51,36,0,0,0,53,0,0,False,0,0,0,AJL011,0,0,1,0
2026-A-53,2026-04-22,A,Home,樂天桃猿,0000005509,莊昕諺,中繼,1,0,3,0,0,0,0,0,1.42,1.74,12,8,0,1,0,53,0,0,False,0,0,1,AJL011,1,0,0,0
2026-A-53,2026-04-22,A,Home,樂天桃猿,0000006237,林子崴,中繼,1,0,3,0,0,1,0,0,1.93,1.18,15,10,0,0,0,53,0,0,False,0,0,1,AJL011,1,0,0,0
2026-A-53,2026-04-22,A,Home,樂天桃猿,0000000941,陳冠宇,中繼,1,0,5,2,1,3,1,1,0.96,1.18,15,11,0,0,0,53,0,0,False,0,0,1,AJL011,0,0,1,0
2026-A-53,2026-04-22,A,Home,樂天桃猿,0000000128,朱承洋,最後一任,1,0,4,1,0,1,0,0,1.29,0.29,11,9,0,0,0,53,0,0,True,0,1,0,AJL011,0,3,1,0
2026-A-54,2026-04-22,A,Visiting,味全龍,0000007264,魔神龍,先發,5,0,20,3,0,9,0,0,0,1.06,93,67,0,1,0,54,0,0,False,0,0,0,AAA011,0,0,1,0
2026-A-54,2026-04-22,A,Visiting,味全龍,0000005552,呂偉晟,中繼,1,0,3,0,0,1,0,0,0,1.8,14,8,0,0,0,54,0,0,False,0,0,0,AAA011,0,0,0,0
2026-A-54,2026-04-22,A,Visiting,味全龍,0000006910,王伯洋,中繼,1,0,4,0,0,1,0,0,0,0.55,17,11,0,0,0,54,1,0,False,0,0,0,AAA011,0,0,0,0
2026-A-54,2026-04-22,A,Visiting,味全龍,0000006160,李超,中繼,1,0,3,0,0,0,0,0,1.35,1.35,6,4,0,0,0,54,0,0,False,0,0,0,AAA011,1,0,2,0
2026-A-54,2026-04-22,A,Visiting,味全龍,0000006878,吳君奕,最後一任,1,0,3,0,0,0,0,0,0,1.33,17,11,0,0,0,54,0,0,True,0,0,0,AAA011,0,0,0,0
2026-A-54,2026-04-22,A,Home,台鋼雄鷹,0000006507,後勁,先發,4,2,26,10,0,3,8,8,4.09,1.09,111,72,0,1,0,54,0,0,False,0,0,0,AKP011,1,0,3,0
2026-A-54,2026-04-22,A,Home,台鋼雄鷹,0000006918,李欣穎,中繼,1,1,5,1,0,3,0,0,3,1.33,15,13,0,0,0,54,0,0,False,0,0,0,AKP011,0,0,0,0
2026-A-54,2026-04-22,A,Home,台鋼雄鷹,0000005285,許峻暘,中繼,1,0,3,0,0,0,0,0,0,0,8,6,0,0,0,54,0,0,False,0,0,0,AKP011,0,0,0,0
2026-A-54,2026-04-22,A,Home,台鋼雄鷹,0000006767,許育銘,中繼,1,0,5,2,0,1,0,0,4.15,1.85,26,16,0,0,0,54,0,0,False,0,0,0,AKP011,1,0,1,0
2026-A-54,2026-04-22,A,Home,台鋼雄鷹,0000002272,賴智垣,最後一任,1,0,5,0,0,2,0,0,0,1.33,17,10,0,1,0,54,0,0,False,0,0,0,AKP011,0,0,0,0
2026-A-55,2026-04-23,A,Visiting,味全龍,0000006555,梅賽鍶,先發,5,0,24,10,0,2,2,2,3.04,1.39,72,50,0,1,0,55,0,0,False,0,0,0,AAA011,1,0,2,0
2026-A-55,2026-04-23,A,Visiting,味全龍,0000006160,李超,中繼,1,0,3,0,0,0,0,0,1.17,1.17,9,6,0,0,0,55,0,0,False,0,0,1,AAA011,1,0,2,0
2026-A-55,2026-04-23,A,Visiting,味全龍,0000001821,林子昱,中繼,0,2,5,2,0,0,1,2,1,0.67,17,9,0,1,0,55,0,1,False,1,0,0,AAA011,1,0,0,0
2026-A-55,2026-04-23,A,Visiting,味全龍,0000005789,林鋅杰,最後一任,1,1,4,0,0,0,0,0,0,1.26,19,9,0,1,0,55,0,0,False,0,0,0,AAA011,0,0,1,0
2026-A-55,2026-04-23,A,Home,台鋼雄鷹,0000007570,坎南,先發,7,0,29,8,0,7,3,3,5.03,1.37,111,77,0,0,0,55,0,0,False,0,0,0,AKP011,2,0,1,0
2026-A-55,2026-04-23,A,Home,台鋼雄鷹,0000006832,陳柏清,中繼,1,0,4,0,0,1,0,0,0,0.77,19,9,0,1,0,55,0,0,False,0,0,1,AKP011,0,0,0,0
2026-A-55,2026-04-23,A,Home,台鋼雄鷹,0000006949,林詩翔,最後一任,1,0,4,1,0,2,0,0,0,1,21,14,0,0,0,55,0,0,True,0,1,0,AKP011,0,4,0,0
2026-A-56,2026-04-24,A,Visiting,台鋼雄鷹,0000007053,艾速特,先發,6,0,25,5,1,9,2,3,1.59,1,99,66,0,0,1,56,1,0,False,0,0,0,AKP011,0,0,1,0
2026-A-56,2026-04-24,A,Visiting,台鋼雄鷹,0000002272,賴智垣,中繼,0,2,3,1,0,2,0,0,0,1.36,18,11,0,0,0,56,0,0,False,0,0,1,AKP011,0,0,0,0
2026-A-56,2026-04-24,A,Visiting,台鋼雄鷹,0000001390,王躍霖,中繼,0,1,1,0,0,0,0,0,1.8,1,3,3,0,0,0,56,0,0,False,0,0,1,AKP011,0,0,0,0
2026-A-56,2026-04-24,A,Visiting,台鋼雄鷹,0000002348,施子謙,中繼,1,0,5,2,1,0,2,2,6.43,1.14,9,7,0,0,0,56,0,0,False,1,0,0,AKP011,0,0,1,0
2026-A-56,2026-04-24,A,Visiting,台鋼雄鷹,0000006949,林詩翔,中繼,1,0,5,0,0,0,0,0,0,1.14,26,13,0,2,0,56,0,0,False,0,0,1,AKP011,0,4,0,0
2026-A-56,2026-04-24,A,Visiting,台鋼雄鷹,0000005285,許峻暘,中繼,0,1,3,2,0,1,1,2,6.75,1.5,15,9,0,0,0,56,0,0,False,1,0,0,AKP011,1,0,0,0
2026-A-56,2026-04-24,A,Visiting,台鋼雄鷹,0000006833,陳宇宏,最後一任,0,1,1,0,0,0,0,0,0,1.41,2,2,0,0,0,56,0,0,True,0,0,0,AKP011,0,0,0,0
2026-A-56,2026-04-24,A,Home,統一7-ELEVEn獅,0000007778,喬登,先發,3,0,13,3,0,5,0,0,1.71,0.81,68,41,0,1,0,56,0,0,False,0,0,0,ADD011,0,0,2,0
2026-A-56,2026-04-24,A,Home,統一7-ELEVEn獅,0000005315,高偉強,中繼,1,0,7,2,0,0,2,3,4.76,1.24,27,13,0,1,0,56,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-56,2026-04-24,A,Home,統一7-ELEVEn獅,0000007292,李軍,中繼,1,0,5,1,0,1,0,0,3.86,2.14,21,12,0,1,0,56,0,0,False,0,0,0,ADD011,0,0,0,1
2026-A-56,2026-04-24,A,Home,統一7-ELEVEn獅,0000005482,吳承諭,中繼,1,0,3,0,0,1,0,0,6.75,1,11,7,0,0,0,56,0,0,False,0,0,1,ADD011,0,0,0,0
2026-A-56,2026-04-24,A,Home,統一7-ELEVEn獅,0000002303,黃竣彥,中繼,1,0,5,2,1,0,2,2,4.15,1.15,16,11,0,0,0,56,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-56,2026-04-24,A,Home,統一7-ELEVEn獅,0000002695,林子崴,中繼,1,0,3,1,0,0,0,0,0,1,11,7,0,0,0,56,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-56,2026-04-24,A,Home,統一7-ELEVEn獅,0000007293,鍾允華,中繼,1,0,5,1,0,1,0,0,3.86,1.43,9,7,0,1,0,56,0,1,False,0,0,1,ADD011,0,2,0,0
2026-A-56,2026-04-24,A,Home,統一7-ELEVEn獅,0000006818,髙塩將樹,最後一任,1,0,4,1,0,1,0,1,2.79,1.03,12,9,0,0,0,56,0,0,False,0,0,0,ADD011,1,0,1,0
2026-A-59,2026-04-25,A,Visiting,台鋼雄鷹,0000002274,黃子鵬,先發,6,2,28,5,0,2,4,4,4.36,1.21,102,66,0,4,0,59,2,0,False,0,0,0,AKP011,1,0,1,0
2026-A-59,2026-04-25,A,Visiting,台鋼雄鷹,0000001390,王躍霖,中繼,0,1,3,2,0,0,1,1,3.38,1.31,11,7,0,0,0,59,0,0,False,1,0,0,AKP011,1,0,0,0
2026-A-59,2026-04-25,A,Visiting,台鋼雄鷹,0000006767,許育銘,最後一任,1,0,4,1,1,0,1,1,5.06,1.69,16,10,0,0,0,59,0,0,False,0,0,0,AKP011,1,0,1,0
2026-A-59,2026-04-25,A,Home,統一7-ELEVEn獅,0000007597,獅帝芬,先發,7,0,29,9,0,2,4,4,2.86,1.2,106,75,0,0,0,59,0,0,False,0,0,0,ADD011,2,0,3,0
2026-A-59,2026-04-25,A,Home,統一7-ELEVEn獅,0000006818,髙塩將樹,中繼,1,0,4,1,0,0,0,0,2.53,1.03,14,9,0,0,0,59,0,0,False,0,0,1,ADD011,1,0,1,0
2026-A-59,2026-04-25,A,Home,統一7-ELEVEn獅,0000007293,鍾允華,最後一任,1,0,4,0,0,1,0,0,3.38,1.38,20,10,0,1,0,59,0,0,True,0,1,0,ADD011,0,3,0,0
2026-A-6,2026-03-31,A,Visiting,台鋼雄鷹,0000006507,後勁,先發,5,1,19,1,0,8,1,1,1.69,0.75,100,62,0,3,0,6,0,0,False,0,0,0,AKP011,0,0,1,0
2026-A-6,2026-03-31,A,Visiting,台鋼雄鷹,0000006832,陳柏清,中繼,0,2,3,1,0,1,0,0,0,1.5,15,11,0,0,0,6,0,0,False,0,0,1,AKP011,0,0,0,0
2026-A-6,2026-03-31,A,Visiting,台鋼雄鷹,0000006767,許育銘,中繼,1,0,3,0,0,1,0,0,0,0,11,7,0,0,0,6,0,0,False,0,0,1,AKP011,0,0,0,0
2026-A-6,2026-03-31,A,Visiting,台鋼雄鷹,0000002348,施子謙,中繼,1,0,3,0,0,0,0,0,0,1,13,7,0,1,0,6,0,0,False,0,0,1,AKP011,0,0,0,0
2026-A-6,2026-03-31,A,Visiting,台鋼雄鷹,0000006949,林詩翔,最後一任,1,0,3,0,0,0,0,0,0,0,9,6,0,0,0,6,0,0,True,0,1,0,AKP011,0,1,0,0
2026-A-6,2026-03-31,A,Home,樂天桃猿,0000007790,魔爾曼,先發,5,2,24,3,0,6,2,2,3.18,1.06,87,52,0,3,0,6,0,0,False,0,0,0,AJL011,1,0,0,0
2026-A-6,2026-03-31,A,Home,樂天桃猿,0000006228,王志煊,中繼,0,1,2,1,0,1,0,0,0,1.5,8,5,0,0,0,6,0,0,False,1,0,0,AJL011,0,0,0,0
2026-A-6,2026-03-31,A,Home,樂天桃猿,0000006237,林子崴,中繼,1,0,5,1,0,0,0,0,0,1,19,10,0,1,0,6,0,0,False,0,0,0,AJL011,0,0,0,0
2026-A-6,2026-03-31,A,Home,樂天桃猿,0000005558,蘇俊璋,中繼,1,0,3,0,0,1,0,0,0,1,12,9,0,0,0,6,0,0,False,0,0,0,AJL011,0,0,0,0
2026-A-6,2026-03-31,A,Home,樂天桃猿,0000007047,盧冠宇,最後一任,1,0,5,2,0,0,1,1,5.4,2.4,13,9,0,0,0,6,0,0,False,0,0,0,AJL011,0,0,0,0
2026-A-60,2026-04-25,A,Visiting,富邦悍將,0000006749,魔力藍,先發,6,0,25,6,0,3,1,1,2.74,1.43,93,60,0,3,0,60,0,0,False,0,0,0,AEO011,1,0,1,0
2026-A-60,2026-04-25,A,Visiting,富邦悍將,0000005790,張奕,中繼,1,0,3,0,0,2,0,0,0,0.81,17,10,0,0,0,60,0,0,False,0,0,0,AEO011,0,0,2,0
2026-A-60,2026-04-25,A,Visiting,富邦悍將,0000006227,曾峻岳,最後一任,1,0,3,0,0,3,0,0,1.23,0.95,15,12,0,0,0,60,0,0,False,0,0,0,AEO011,0,4,1,0
2026-A-60,2026-04-25,A,Home,中信兄弟,0000005604,勝騎士,先發,7,0,25,5,0,8,0,0,1.33,0.78,89,60,0,0,0,60,0,0,False,0,0,0,ACN011,0,0,2,0
2026-A-60,2026-04-25,A,Home,中信兄弟,0000003639,呂彥青,中繼,0,2,3,0,0,0,0,0,5.4,0.96,13,6,0,1,0,60,0,0,False,0,0,1,ACN011,0,0,0,0
2026-A-60,2026-04-25,A,Home,中信兄弟,0000000778,蔡齊哲,中繼,0,1,1,0,0,0,0,0,4.5,1.5,3,3,0,0,0,60,0,0,False,0,0,1,ACN011,0,0,0,0
2026-A-60,2026-04-25,A,Home,中信兄弟,0000003331,李振昌,最後一任,1,0,4,1,0,0,0,0,3,1.33,15,10,0,0,0,60,0,0,True,0,1,0,ACN011,2,2,0,0
2026-A-61,2026-04-25,A,Visiting,味全龍,0000000762,伍鐸,先發,7,0,27,4,1,2,1,1,2.33,0.93,94,61,0,2,0,61,0,0,False,0,0,0,AAA011,0,0,0,0
2026-A-61,2026-04-25,A,Visiting,味全龍,0000005555,陳冠偉,中繼,1,0,4,1,0,1,0,0,0.77,0.51,13,11,0,0,0,61,0,0,False,0,0,0,AAA011,0,1,2,0
2026-A-61,2026-04-25,A,Visiting,味全龍,0000005788,林凱威,最後一任,1,0,3,0,0,1,0,0,4.32,1.68,8,6,0,0,0,61,0,0,True,0,1,0,AAA011,1,4,1,0
2026-A-61,2026-04-25,A,Home,樂天桃猿,0000006906,艾菩樂,先發,7,0,28,5,0,5,1,1,4.2,1.17,98,62,0,1,0,61,1,0,False,0,0,0,AJL011,3,0,1,0
2026-A-61,2026-04-25,A,Home,樂天桃猿,0000000941,陳冠宇,中繼,1,0,3,0,0,0,0,0,0.87,1.06,10,7,0,0,0,61,0,0,False,0,0,1,AJL011,0,0,1,0
2026-A-61,2026-04-25,A,Home,樂天桃猿,0000000128,朱承洋,中繼,0,2,6,4,0,0,3,3,4.7,0.78,16,11,0,0,0,61,0,0,False,0,0,0,AJL011,1,3,1,0
2026-A-61,2026-04-25,A,Home,樂天桃猿,0000006720,邱駿威,最後一任,0,1,1,0,0,0,0,0,0,1.09,2,1,0,0,0,61,0,0,False,0,0,0,AJL011,0,0,0,0
2026-A-62,2026-04-26,A,Visiting,台鋼雄鷹,0000001603,王維中,先發,1,0,9,6,0,2,5,5,7.82,1.5,32,21,0,0,0,62,0,0,False,0,0,0,AKP011,1,0,1,2
2026-A-62,2026-04-26,A,Visiting,台鋼雄鷹,0000006833,陳宇宏,中繼,3,0,15,5,1,3,2,2,2.08,1.62,55,40,0,1,0,62,0,0,False,0,0,0,AKP011,0,0,0,0
2026-A-62,2026-04-26,A,Visiting,台鋼雄鷹,0000006918,李欣穎,中繼,1,0,3,0,0,1,0,0,2.25,1,11,7,0,0,0,62,0,0,False,0,0,0,AKP011,0,0,0,0
2026-A-62,2026-04-26,A,Visiting,台鋼雄鷹,0000005285,許峻暘,中繼,1,0,3,0,0,2,0,0,3.86,0.86,13,10,0,0,0,62,0,0,False,0,0,0,AKP011,1,0,0,0
2026-A-62,2026-04-26,A,Visiting,台鋼雄鷹,0000002348,施子謙,中繼,1,0,3,0,0,0,0,0,5.63,1.13,12,4,0,1,0,62,0,0,False,0,0,0,AKP011,0,0,1,0
2026-A-62,2026-04-26,A,Visiting,台鋼雄鷹,0000002272,賴智垣,最後一任,1,0,7,2,0,0,2,2,3.86,1.71,15,9,0,1,0,62,1,1,False,0,0,0,AKP011,0,0,0,0
2026-A-62,2026-04-26,A,Home,統一7-ELEVEn獅,0000001260,郭俊麟,先發,5,0,25,8,0,2,2,4,2.5,1.11,95,54,0,2,0,62,0,0,False,0,0,0,ADD011,1,0,2,2
2026-A-62,2026-04-26,A,Home,統一7-ELEVEn獅,0000006127,李其峰,中繼,0,2,4,2,0,0,0,0,3.38,1.88,14,7,0,0,0,62,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-62,2026-04-26,A,Home,統一7-ELEVEn獅,0000007292,李軍,中繼,0,1,1,0,0,0,0,0,3.38,1.88,3,1,0,0,0,62,0,0,False,0,0,1,ADD011,0,0,0,0
2026-A-62,2026-04-26,A,Home,統一7-ELEVEn獅,0000006850,鄭副豪,中繼,0,2,5,1,0,0,1,1,5.4,1.65,23,11,0,2,0,62,0,0,False,0,0,0,ADD011,1,0,0,0
2026-A-62,2026-04-26,A,Home,統一7-ELEVEn獅,0000000998,邱浩鈞,中繼,0,1,1,0,0,1,0,0,3.18,2.12,7,4,0,0,0,62,0,0,False,0,0,1,ADD011,0,0,0,0
2026-A-62,2026-04-26,A,Home,統一7-ELEVEn獅,0000002303,黃竣彥,中繼,1,0,4,1,0,0,0,0,3.38,1.13,16,12,0,0,0,62,0,0,False,0,0,1,ADD011,0,0,0,0
2026-A-62,2026-04-26,A,Home,統一7-ELEVEn獅,0000005482,吳承諭,最後一任,1,0,5,1,0,0,0,0,5.4,1.2,17,11,0,1,0,62,0,0,True,0,0,0,ADD011,0,0,0,0
2026-A-63,2026-04-26,A,Visiting,富邦悍將,0000007228,鈴木駿輔,先發,6,0,25,6,0,7,3,3,2.77,1,101,66,0,2,0,63,1,0,False,0,0,0,AEO011,0,0,2,0
2026-A-63,2026-04-26,A,Visiting,富邦悍將,0000007593,石梓霖,中繼,0,1,3,1,0,0,0,0,2.35,1.3,10,4,0,1,0,63,0,0,False,0,0,0,AEO011,0,0,0,0
2026-A-63,2026-04-26,A,Visiting,富邦悍將,0000000773,李吳永勤,中繼,0,2,2,0,0,1,0,0,5.4,1.44,12,9,0,0,0,63,0,0,False,0,0,0,AEO011,1,0,0,0
2026-A-63,2026-04-26,A,Visiting,富邦悍將,0000005561,李建勳,中繼,0,1,5,1,0,1,2,2,7.88,2,29,15,0,3,0,63,0,0,False,0,0,0,AEO011,0,0,0,0
2026-A-63,2026-04-26,A,Visiting,富邦悍將,0000005790,張奕,中繼,0,2,2,0,0,0,0,0,0,0.75,11,6,0,0,0,63,0,0,False,0,0,1,AEO011,0,0,2,0
2026-A-63,2026-04-26,A,Visiting,富邦悍將,0000006227,曾峻岳,最後一任,1,0,3,0,0,0,0,0,1.08,0.96,9,5,0,1,0,63,0,0,True,0,1,0,AEO011,0,5,1,0
2026-A-63,2026-04-26,A,Home,中信兄弟,0000007787,黎克,先發,5,0,21,3,0,2,2,2,5.79,1.8,91,53,1,3,0,63,0,0,False,0,0,0,ACN011,4,0,0,1
2026-A-63,2026-04-26,A,Home,中信兄弟,0000007622,錢可倫,中繼,0,1,5,3,0,0,4,4,7.71,1.29,16,13,0,0,0,63,0,0,False,1,0,0,ACN011,0,0,0,0
2026-A-63,2026-04-26,A,Home,中信兄弟,0000000778,蔡齊哲,中繼,0,1,4,1,0,0,1,1,6.23,2.08,19,9,0,2,0,63,0,0,False,0,0,0,ACN011,0,0,0,0
2026-A-63,2026-04-26,A,Home,中信兄弟,0000006176,余謙,中繼,1,1,7,2,0,0,1,1,6.75,1.69,18,10,0,1,0,63,0,0,False,0,0,0,ACN011,0,0,0,0
2026-A-63,2026-04-26,A,Home,中信兄弟,0000000771,陳琥,中繼,1,0,3,0,0,2,0,0,4.09,1.18,16,11,0,0,0,63,0,0,False,0,0,0,ACN011,0,0,0,0
2026-A-63,2026-04-26,A,Home,中信兄弟,0000003506,謝榮豪,最後一任,1,0,4,0,0,0,0,0,0,0.5,13,9,0,1,0,63,0,0,False,0,0,0,ACN011,0,0,0,0
2026-A-64,2026-04-26,A,Visiting,味全龍,0000006497,鋼龍,先發,6,0,22,4,0,5,0,0,1.86,0.97,91,60,0,1,0,64,0,0,False,0,0,0,AAA011,2,0,1,0
2026-A-64,2026-04-26,A,Visiting,味全龍,0000007581,黃暐傑,中繼,0,2,5,2,0,0,2,2,5.06,1.69,16,11,0,0,0,64,1,0,False,0,0,0,AAA011,0,0,0,0
2026-A-64,2026-04-26,A,Visiting,味全龍,0000005789,林鋅杰,中繼,1,1,5,1,0,1,0,0,0,1.17,15,10,0,0,0,64,0,0,False,0,0,0,AAA011,0,0,1,0
2026-A-64,2026-04-26,A,Visiting,味全龍,0000005555,陳冠偉,最後一任,0,0,1,1,1,0,1,1,1.54,0.6,4,3,0,0,0,64,0,0,True,0,0,0,AAA011,1,1,2,0
2026-A-64,2026-04-26,A,Home,樂天桃猿,0000007062,威能帝,先發,6,0,21,1,0,8,0,0,0,0.69,92,62,0,1,0,64,1,0,False,0,0,0,AJL011,0,0,1,0
2026-A-64,2026-04-26,A,Home,樂天桃猿,0000006237,林子崴,中繼,1,0,4,1,0,0,0,0,1.74,1.16,18,11,0,0,0,64,0,0,False,0,0,1,AJL011,1,0,0,0
2026-A-64,2026-04-26,A,Home,樂天桃猿,0000000941,陳冠宇,中繼,1,0,4,1,0,2,0,0,0.79,1.06,21,15,0,0,0,64,0,0,False,0,0,1,AJL011,0,0,1,0
2026-A-64,2026-04-26,A,Home,樂天桃猿,0000000128,朱承洋,最後一任,1,0,6,3,0,0,2,2,6.23,1.15,14,7,0,1,0,64,0,0,False,1,0,0,AJL011,1,3,2,0
2026-A-65,2026-04-28,A,Visiting,統一7-ELEVEn獅,0000001719,胡智爲,先發,5,2,25,6,0,7,4,5,8.1,1.5,105,66,0,1,0,65,2,0,False,0,0,0,ADD011,2,0,1,0
2026-A-65,2026-04-28,A,Visiting,統一7-ELEVEn獅,0000005315,高偉強,中繼,0,1,1,0,0,0,0,0,4.5,1.17,10,7,0,0,0,65,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-65,2026-04-28,A,Visiting,統一7-ELEVEn獅,0000002695,林子崴,中繼,1,0,4,1,0,0,0,0,0,1,11,7,0,0,0,65,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-65,2026-04-28,A,Visiting,統一7-ELEVEn獅,0000006127,李其峰,最後一任,1,0,5,2,0,1,0,0,2.84,1.89,21,14,0,0,0,65,0,0,False,0,0,0,ADD011,0,0,0,0
2026-A-65,2026-04-28,A,Home,味全龍,0000007779,蔣銲,先發,6,0,24,4,1,5,1,3,1.53,0.91,92,58,0,1,0,65,0,0,False,0,0,0,AAA011,0,0,2,0
2026-A-65,2026-04-28,A,Home,味全龍,0000006160,李超,中繼,1,0,3,0,0,0,0,0,1.04,1.04,7,6,0,0,0,65,0,0,False,0,0,1,AAA011,1,0,2,0
2026-A-65,2026-04-28,A,Home,味全龍,0000001821,林子昱,中繼,1,0,4,1,0,0,0,0,0.9,0.7,11,9,0,0,0,65,0,0,False,0,0,1,AAA011,1,0,0,0
2026-A-65,2026-04-28,A,Home,味全龍,0000005788,林凱威,最後一任,1,0,4,2,0,1,0,0,3.86,1.71,15,9,0,0,0,65,0,0,True,0,1,0,AAA011,1,5,1,0
2026-A-66,2026-04-28,A,Visiting,台鋼雄鷹,0000006507,後勁,先發,5,0,22,5,0,4,2,3,4,1.15,81,48,0,2,0,66,0,0,False,0,0,0,AKP011,2,0,3,1
2026-A-66,2026-04-28,A,Visiting,台鋼雄鷹,0000006767,許育銘,中繼,1,0,3,0,0,1,0,0,4.26,1.42,9,6,0,0,0,66,0,0,False,0,0,0,AKP011,1,0,1,0
2026-A-66,2026-04-28,A,Visiting,台鋼雄鷹,0000002348,施子謙,中繼,0,2,7,3,0,1,0,2,5.19,1.38,19,16,0,0,0,66,0,0,False,0,0,0,AKP011,0,0,1,0
2026-A-66,2026-04-28,A,Visiting,台鋼雄鷹,0000001390,王躍霖,中繼,0,1,1,0,0,0,0,0,3.18,1.24,2,1,0,0,0,66,0,0,False,0,0,0,AKP011,1,0,0,0
2026-A-66,2026-04-28,A,Visiting,台鋼雄鷹,0000006918,李欣穎,最後一任,1,0,5,2,0,1,1,1,3.6,1.2,19,12,0,0,0,66,0,0,False,0,0,0,AKP011,0,0,0,0
2026-A-66,2026-04-28,A,Home,富邦悍將,0000006739,李東洺,先發,6,0,22,3,0,3,0,0,3.1,1.23,80,50,0,1,0,66,0,0,False,0,0,0,AEO011,1,0,2,0
2026-A-66,2026-04-28,A,Home,富邦悍將,0000006870,林栚呈,中繼,1,0,3,0,0,0,0,0,2.89,1.18,6,5,0,0,0,66,0,0,False,0,0,1,AEO011,0,0,0,0
