year,game_kind,player_id,player_name,team_code,team_name,airp,bbe,fbp,gbp,ldp,oppo_airp,oppo_gbp,oppop,pull_airp,pull_gbp,pullp,pup,straight_airp,straight_gbp,straightp
2026,A,0000002274,黃子鵬,AKP011,台鋼雄鷹,0.5596330275229358,109,0.27522935779816515,0.44036697247706424,0.22018348623853212,0.14678899082568808,0.01834862385321101,0.1651376146788991,0.13761467889908258,0.23853211009174313,0.3761467889908257,0.06422018348623854,0.27522935779816515,0.1834862385321101,0.45871559633027525
2026,A,0000006749,魔力藍,AEO011,富邦悍將,0.5566037735849056,106,0.2641509433962264,0.44339622641509435,0.22641509433962265,0.1509433962264151,0.05660377358490566,0.20754716981132076,0.16981132075471697,0.2358490566037736,0.4056603773584906,0.0660377358490566,0.2358490566037736,0.1509433962264151,0.3867924528301887
2026,A,0000006739,李東洺,AEO011,富邦悍將,0.6,105,0.24761904761904763,0.4,0.24761904761904763,0.14285714285714285,0.0761904761904762,0.21904761904761905,0.13333333333333333,0.23809523809523808,0.37142857142857144,0.10476190476190476,0.3238095238095238,0.08571428571428572,0.4095238095238095
2026,A,0000007790,魔爾曼,AJL011,樂天桃猿,0.47619047619047616,105,0.12380952380952381,0.5238095238095238,0.23809523809523808,0.0761904761904762,0.05714285714285714,0.13333333333333333,0.12380952380952381,0.3333333333333333,0.45714285714285713,0.11428571428571428,0.2761904761904762,0.13333333333333333,0.4095238095238095
2026,A,0000005151,羅戈,ACN011,中信兄弟,0.4807692307692307,104,0.21153846153846154,0.5192307692307693,0.19230769230769232,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.125,0.25,0.375,0.07692307692307693,0.20192307692307693,0.19230769230769232,0.3942307692307692
2026,A,0000006906,艾菩樂,AJL011,樂天桃猿,0.5922330097087378,103,0.2524271844660194,0.4077669902912621,0.21359223300970873,0.07766990291262135,0.04854368932038835,0.1262135922330097,0.1941747572815534,0.23300970873786409,0.42718446601941745,0.1262135922330097,0.32038834951456313,0.1262135922330097,0.44660194174757284
2026,A,0000006497,鋼龍,AAA011,味全龍,0.5106382978723405,94,0.19148936170212766,0.48936170212765956,0.2127659574468085,0.1595744680851064,0.0425531914893617,0.20212765957446807,0.0851063829787234,0.2553191489361702,0.3404255319148936,0.10638297872340426,0.26595744680851063,0.19148936170212766,0.4574468085106383
2026,A,0000002679,江承諺,AKP011,台鋼雄鷹,0.6666666666666667,93,0.26881720430107525,0.3333333333333333,0.24731182795698925,0.15053763440860216,0.010752688172043012,0.16129032258064516,0.13978494623655913,0.26881720430107525,0.40860215053763443,0.15053763440860216,0.3763440860215054,0.053763440860215055,0.43010752688172044
2026,A,0000006555,梅賽鍶,AAA011,味全龍,0.6129032258064516,93,0.22580645161290322,0.3870967741935484,0.3333333333333333,0.12903225806451613,0.03225806451612903,0.16129032258064516,0.21505376344086022,0.1935483870967742,0.40860215053763443,0.053763440860215055,0.26881720430107525,0.16129032258064516,0.43010752688172044
2026,A,0000005604,勝騎士,ACN011,中信兄弟,0.5714285714285714,91,0.27472527472527475,0.42857142857142855,0.15384615384615385,0.13186813186813187,0.03296703296703297,0.16483516483516483,0.16483516483516483,0.25274725274725274,0.4175824175824176,0.14285714285714285,0.27472527472527475,0.14285714285714285,0.4175824175824176
