year,game_kind,player_id,player_name,team_code,team_name,barrels,bbe,brls_bbep,brls_pap,distance_avg_hr,distance_max,ev50th,ev90th,ev_avg,ev_max,fb_ld,hard_hit,hard_hit_swing,hard_hitp,la_avg,la_sw_spp
2026,A,0000001318,朱育賢,AAA011,味全龍,10,72,0.4,0.09259259259259259,124.24908703599999,133.927452744,159.74765989952004,175.26098030646855,140.5786995888,180.3822761664,1,25,0.352112676056338,0.3472222222222222,16.03948366666667,0.4722222222222222
2026,A,0000003649,吳念庭,AKP011,台鋼雄鷹,1,72,0.045454545454545456,0.00980392156862745,0,114.42513564,154.26549438432,161.6832714453943,140.21993613055997,164.14935432192,0.75,22,0.3055555555555556,0.3055555555555556,12.35071152777778,0.3611111111111111
2026,A,0000000929,王威晨,ACN011,中信兄弟,1,71,0.058823529411764705,0.011363636363636364,123.397536288,123.397536288,150.85926236258746,163.0631574769371,131.79610555256792,172.32850723968,0.7368421052631579,17,0.23943661971830985,0.23943661971830985,6.949391605633804,0.38028169014084506
2026,A,0000006927,曾子祐,AKP011,台鋼雄鷹,2,71,0.15384615384615385,0.019230769230769232,118.599011976,118.623688584,150.31934492346514,161.04555739008,133.2053144794141,163.61294387328,0.6818181818181818,13,0.18309859154929578,0.18309859154929578,7.960933746478874,0.4225352112676056
2026,A,0000005540,李凱威,AAA011,味全龍,1,71,0.14285714285714285,0.010309278350515464,109.783726584,109.783726584,147.85235253767314,159.3990444408686,132.43129821593246,164.90503789056,1,7,0.09859154929577464,0.09859154929577464,8.836499126760565,0.323943661971831
2026,A,0000006240,馬傑森,AJL011,樂天桃猿,0,70,0,0,111.874846608,111.874846608,151.1410005606035,160.776684288,135.58107097135547,162.71752096512,1.411764705882353,11,0.15714285714285714,0.15714285714285714,18.053069528571427,0.4
2026,A,0000006888,張育成,AEO011,富邦悍將,9,66,0.28125,0.09090909090909091,114.23237300800001,124.330001784,165.4073058624,178.12338215232,145.83637998528002,188.90542636416,1.1764705882352942,32,0.48484848484848486,0.48484848484848486,17.425721969696973,0.42424242424242425
2026,A,0000006223,林子豪,ADD011,統一7-ELEVEn獅,1,66,0.05263157894736842,0.0125,117.472672344,122.663154216,155.39825517695996,166.257908784,142.63299123840005,169.67545537536,1.0555555555555556,19,0.2878787878787879,0.2878787878787879,17.956715499999994,0.42424242424242425
2026,A,0000006738,孔念恩,AEO011,富邦悍將,7,65,0.2692307692307692,0.07291666666666667,125.46752148,125.46752148,159.20401723775998,170.52305394432003,138.1777950175311,175.96963194624,0.5454545454545454,26,0.40625,0.4,11.73409761538461,0.47692307692307695
2026,A,0000007089,王念好,AEO011,富邦悍將,8,65,0.23529411764705882,0.08888888888888889,118.32181161599999,123.018706464,162.14991640056004,169.35392185535997,146.65433514677176,172.99889557632,1.4615384615384615,34,0.5230769230769231,0.5230769230769231,16.29281276923077,0.35384615384615387
2026,A,0000005542,張政禹,AAA011,味全龍,0,65,0,0,0,109.568382336,153.1755413496,164.19567392448002,138.52579485985478,166.88852218368,1.3571428571428572,15,0.23076923076923078,0.23076923076923078,10.05166363076923,0.3384615384615385
2026,A,0000007268,陳聖平,ADD011,統一7-ELEVEn獅,2,64,0.1111111111111111,0.024390243902439025,117.777211232,122.036884704,152.89236319104,163.38551406143998,137.03122571094002,168.15953379456,1.3571428571428572,18,0.28125,0.28125,14.96909584375,0.359375
2026,A,0000002291,岳東華,ACN011,中信兄弟,2,63,0.13333333333333333,0.024390243902439025,0,118.565322432,152.20266272639998,162.90047923776,136.3361238815085,165.55221948672,0.75,15,0.23809523809523808,0.23809523809523808,9.797571190476187,0.3492063492063492
2026,A,0000003609,陳俊秀,ACN011,中信兄弟,5,61,0.17857142857142858,0.05434782608695652,110.69284897200001,113.2242084,163.94004143193604,173.73446234496,148.91810427648,177.45526567296,0.625,28,0.4745762711864407,0.45901639344262296,8.229405016393445,0.32786885245901637
2026,A,0000000743,陳子豪,AAA011,味全龍,1,58,0.06666666666666667,0.012658227848101266,0,119.9435244,152.62116874897654,165.43674905472,135.10740997102346,169.87837756032,1.3636363636363635,15,0.2631578947368421,0.25862068965517243,13.333028379310342,0.39655172413793105
2026,A,0000000935,王柏融,AKP011,台鋼雄鷹,8,58,0.36363636363636365,0.1,119.825110362,129.825545784,158.84545317477517,168.99890646988803,141.07899381457656,170.57536835328,2.6666666666666665,22,0.3793103448275862,0.3793103448275862,20.481342034482765,0.41379310344827586
2026,A,0000002707,潘傑楷,ADD011,統一7-ELEVEn獅,1,58,0.05555555555555555,0.011904761904761904,126.735361464,126.735361464,156.70706619197793,169.28827939584,141.99639425736825,176.03429538816,1.0909090909090908,18,0.3103448275862069,0.3103448275862069,10.88561470689655,0.27586206896551724
2026,A,0000006854,宋嘉翔,AJL011,樂天桃猿,1,57,0.09090909090909091,0.014285714285714285,0,117.457444536,148.04055198390853,161.196365797632,126.28202362650943,164.555021664,1.3636363636363635,11,0.19298245614035087,0.19298245614035087,11.290275666666668,0.3508771929824561
2026,A,0000006225,宋晟睿,ACN011,中信兄弟,2,55,0.125,0.02564102564102564,0,119.013555216,156.2650373973334,170.6843692224,141.01554316723204,174.8743767936,1.8571428571428572,16,0.2909090909090909,0.2909090909090909,13.74466752727273,0.2545454545454545
2026,A,0000005571,岳政華,ACN011,中信兄弟,3,54,0.10714285714285714,0.03488372093023256,120.140525784,120.140525784,160.57316366549333,166.673826038016,145.41280134890667,172.88645071104,1,28,0.5185185185185185,0.5185185185185185,10.265124851851851,0.3888888888888889
2026,A,0000005522,朱迦恩,ADD011,統一7-ELEVEn獅,5,54,0.23809523809523808,0.0684931506849315,124.114535616,124.114535616,160.6837863957333,169.8104149632,141.5740190984533,171.11725057152,1.2,21,0.39622641509433965,0.3888888888888889,14.545286962962965,0.37037037037037035
2026,A,0000002285,高宇杰,ACN011,中信兄弟,1,52,0.08333333333333333,0.013157894736842105,0,112.196313072,153.53892147588925,163.988007929856,138.53693238690462,166.12006042368,0.6923076923076923,12,0.23529411764705882,0.23076923076923078,10.68782482692308,0.28846153846153844
2026,A,0000000159,成晉,AJL011,樂天桃猿,0,51,0,0,0,101.08283568,150.24332374318078,158.416890306048,133.2387128296659,161.155282464,0.5333333333333333,10,0.19607843137254902,0.19607843137254902,13.791090490196078,0.4117647058823529
2026,A,0000006063,邦力多,AEO011,富邦悍將,4,50,0.2,0.05714285714285714,0,116.322722904,160.38662050160642,170.4864199104,142.45909837125123,173.86752290688,0.2,20,0.4,0.4,9.56369746,0.34
2026,A,0000004636,江坤宇,ACN011,中信兄弟,1,49,0.07692307692307693,0.013513513513513514,0,119.8112412,153.29677256256,161.29144101312,138.19090360696163,163.3888910016,0.75,13,0.2653061224489796,0.2653061224489796,12.466918,0.3673469387755102
2026,A,0000007018,劉子杰,AJL011,樂天桃猿,2,49,0.13333333333333333,0.034482758620689655,115.90288224,119.980258896,156.37512710688,165.10839862176,136.62811365919347,166.81355894016,0.7272727272727273,15,0.30612244897959184,0.30612244897959184,9.182075081632652,0.3877551020408163
2026,A,0000004645,戴培峰,AEO011,富邦悍將,2,48,0.14285714285714285,0.027777777777777776,117.426403704,117.426403704,154.43912650847997,164.14708112352,136.65980311367997,165.05573686272,0.75,14,0.2916666666666667,0.2916666666666667,10.673975020833334,0.375
2026,A,0000006730,張仁瑋,ACN011,中信兄弟,0,47,0,0,0,105.42836928,155.7517049675687,165.76957748735998,135.2419297817055,167.994994464,0.42857142857142855,14,0.2978723404255319,0.2978723404255319,9.898005510638296,0.44680851063829785
2026,A,0000006229,葉子霆,AEO011,富邦悍將,0,47,0,0,0,117.399401472,149.89917787174957,160.45045818912,131.35702849429785,162.77901399936,1,9,0.19148936170212766,0.19148936170212766,9.032454978723408,0.3617021276595745
2026,A,0000007288,何品室融,AJL011,樂天桃猿,4,47,0.2222222222222222,0.05333333333333334,126.864666768,126.864666768,158.45989435675824,168.572447208,139.62288327919657,172.95930571392,0.9166666666666666,18,0.3829787234042553,0.3829787234042553,6.046269574468089,0.40425531914893614
2026,A,0000007079,劉俊緯,AAA011,味全龍,3,46,0.1875,0.046153846153846156,130.149042216,130.149042216,157.73494645965914,167.7483423792,135.7918387482991,171.70327709568,0.75,16,0.34782608695652173,0.34782608695652173,5.7468584782608705,0.391304347826087
2026,A,0000005291,蔣少宏,AAA011,味全龍,2,45,0.14285714285714285,0.03389830508474576,0,119.869177584,155.72572668863998,165.32250172416,138.27672406169597,168.6969903168,1.4285714285714286,14,0.3111111111111111,0.3111111111111111,5.925526066666667,0.28888888888888886
2026,A,0000006872,林岳谷,AEO011,富邦悍將,0,45,0,0,0,96.86963100000001,143.14198504896,156.57489229535997,125.549661202944,161.5386282048,1.375,3,0.06666666666666667,0.06666666666666667,14.44500415555556,0.28888888888888886
